set	run	event	block	trial	condition	sequence	onset_s
set1	1	imagery	13	1	speaking	imagined_articulation.png	349.006330013275
set1	1	listen	13	2	speaking	statue statue installed	352.006123065948
set1	1	imagery	13	2	speaking	imagined_articulation.png	355.005874872208
set1	1	listen	13	3	speaking	statue installed carbon	358.005646944046
set1	1	imagery	13	3	speaking	imagined_articulation.png	361.005419015884
set1	1	rest	13	NaN	REST		364.005192041397
set1	1	listen	14	1	hearing	installed statue carbon	374.004434108734
set1	1	imagery	14	1	hearing	imagined_hearing.png	377.004205942154
set1	1	listen	14	2	hearing	statue installed statue	380.003979206085
set1	1	imagery	14	2	hearing	imagined_hearing.png	383.003752231598
set1	1	listen	14	3	hearing	installed installed installed	386.003524065018
set1	1	imagery	14	3	hearing	imagined_hearing.png	389.003296852112
set1	1	rest	14	NaN	REST		392.003070116043
